Team Name,Year,Wins,Losses,Home Wins,Home Losses,Road Wins,Road Losses,Margin <= 3 Victories,Margin <= Losses,Margin >= 10 Victories,Margin >= Losses,PPG,Off Rating,Def Rating,Pace,FG%,FG3%,FT%,Off RBG,Def RBG,Assists / Game,Steals / Game,Blocks / Game,Turnovers / Game,Fouls / Game,Reached Finals,Finals Win
Atlanta Hawks,1985,34,48,19,22,15,26,6,12,17,22,106.6,105.9,107.3,99.8,0.484,0.311,0.752,14.2,28.6,24.5,8.1,6.6,18,25,0,0
Golden State Warriors,1993,34,48,19,22,15,26,6,10,19,25,109.9,109.2,110.2,99.5,0.482,0.35,0.717,14.9,29.1,24.5,8.5,4.7,17.7,25.1,0,0
New Jersey Nets,2009,34,48,19,22,15,26,6,8,18,24,98.1,108.3,111,89.9,0.448,0.376,0.779,10.4,29.5,20,6.8,4.8,13.1,22.4,0,0
Sacramento Kings,2016,33,49,18,23,15,26,8,4,11,19,106.6,106,108.4,100,0.464,0.359,0.725,10.6,33.7,24.5,8.9,4.5,16.2,20.4,0,0
Boston Celtics,1996,33,49,18,23,15,26,8,7,13,26,103.6,106.4,109.9,96.2,0.456,0.371,0.714,12.8,29.6,21.9,8,5,15.9,24.9,0,0
Denver Nuggets,2016,33,49,18,23,15,26,10,5,11,21,101.9,105.6,108.9,95.7,0.442,0.338,0.766,11.5,33.1,22.7,7.4,4.8,14.7,21,0,0
Toronto Raptors,2009,33,49,18,23,15,26,3,4,15,24,99,107,110,92,0.458,0.372,0.824,9.8,30.6,22.4,6.4,4.8,13.4,19.4,0,0
Toronto Raptors,2004,33,49,18,23,15,26,10,10,9,22,85.4,97,100.4,86.8,0.418,0.356,0.75,10.1,29.5,19.2,7.4,4.9,14.2,21.3,0,0
Indiana Pacers,1999,33,17,18,7,15,10,7,8,12,4,94.7,108.7,104.4,86.4,0.448,0.368,0.796,11.5,29,20.1,6.3,4.5,13,21.6,0,0
Miami Heat,1999,33,17,18,7,15,10,4,5,18,7,89,104.7,98.9,84.8,0.453,0.359,0.735,10.1,30.2,20.4,6.5,6.1,14.9,20.7,0,0
Sacramento Kings,2017,32,50,17,24,15,26,10,6,9,27,102.8,107.3,111.3,94.9,0.461,0.376,0.775,8.7,32.3,22.5,7.6,4,14.6,20.3,0,0
Atlanta Hawks,1999,31,19,16,9,15,10,5,3,15,6,86.3,100.5,97.1,85.3,0.409,0.306,0.731,13.5,30,15.6,6.9,5.2,14.9,19.7,0,0
Minnesota Timberwolves,2016,29,53,14,27,15,26,7,7,9,23,102.4,106.5,110.1,95.2,0.464,0.338,0.792,10,31.5,23.4,8,4.6,15,20.7,0,0
Philadelphia 76ers,2010,27,55,12,29,15,26,6,8,15,26,97.7,106.1,110.3,91.6,0.46,0.343,0.756,11.5,29.5,21,8.1,5.4,14.5,20.5,0,0
Utah Jazz,1988,47,35,33,8,14,27,7,9,28,13,108.5,106.8,103.1,101.5,0.491,0.319,0.75,13,31.1,29.4,9.4,7.6,18.1,24.2,0,0
San Antonio Spurs,2018,47,35,33,8,14,27,8,10,25,17,102.7,107.9,104.8,95,0.457,0.352,0.772,10.4,33.9,22.8,7.7,5.6,13.1,17.2,0,0
Utah Jazz,1984,45,37,31,10,14,27,9,6,19,16,115,109,108,104.9,0.498,0.319,0.781,13.4,30.8,27.2,8.5,7.4,18.4,24.1,0,0
Houston Rockets,1989,45,37,31,10,14,27,9,10,22,17,108.5,105.7,104.8,101.8,0.474,0.314,0.755,14.8,31.1,24.6,9.6,6.1,19.1,24.7,0,0
Golden State Warriors,1991,44,38,30,11,14,27,9,7,25,14,116.6,111.9,110.3,103.6,0.485,0.337,0.783,13.6,28.1,23.8,9.8,4.6,16.6,26.9,0,0
Sacramento Kings,2000,44,38,30,11,14,27,3,6,28,16,105,105,102.1,99.3,0.45,0.322,0.754,12.9,32.1,23.8,9.6,4.6,16.2,21.1,0,0
Phoenix Suns,2003,44,38,30,11,14,27,7,8,16,16,95.5,103.7,102.5,91.5,0.443,0.343,0.742,12.8,29.8,21,8.1,4.9,14.7,22,0,0
Golden State Warriors,1989,43,39,29,12,14,27,5,6,20,21,116.6,107.4,107.7,107.3,0.468,0.308,0.799,16.1,31.2,24.5,10.1,7.8,18.1,23.7,0,0
Atlanta Hawks,1991,43,39,29,12,14,27,4,7,24,16,109.8,110.9,110.1,98.6,0.464,0.324,0.8,15.1,29.5,22.7,8.9,4.6,15,21.6,0,0
Denver Nuggets,2004,43,39,29,12,14,27,3,9,23,19,97.2,103.9,102.7,93.3,0.443,0.336,0.767,13.2,29.1,21.9,9.1,6.3,15.6,22,0,0
Indiana Pacers,1990,42,40,28,13,14,27,8,5,17,16,109.3,111.5,111.4,97,0.497,0.382,0.816,11.5,29.1,24.7,6.7,4.3,16.4,24,0,0
Denver Nuggets,1994,42,40,28,13,14,27,4,8,21,16,100.3,103.9,102.3,96.1,0.465,0.285,0.718,13.5,31.2,21.5,8.3,8.4,17.3,23.5,0,0
Houston Rockets,1992,42,40,28,13,14,27,10,5,12,23,102,106.2,108,95.1,0.475,0.343,0.738,13.1,29.7,25.1,8,7,16.8,21.6,0,0
Utah Jazz,2004,42,40,28,13,14,27,6,1,15,22,88.7,101.9,103.3,86.6,0.436,0.321,0.746,13.5,27.7,20.4,7.1,6,16.6,25.6,0,0
San Antonio Spurs,1980,41,41,27,14,14,27,7,7,13,13,119.4,108.6,109,109.5,0.498,0.252,0.801,14.1,30.7,28.4,9.4,4.1,19.4,25.6,0,0
Los Angeles Clippers,1993,41,41,27,14,14,27,5,8,19,17,107.1,107.4,107.1,99.1,0.484,0.271,0.718,14.4,28.8,27.3,10.3,6,16.3,23.4,0,0
Orlando Magic,1993,41,41,27,14,14,27,7,9,27,21,105.5,108.5,107.1,96.3,0.486,0.357,0.73,12.7,31.3,23.8,6.6,5.7,17.4,23.5,0,0
Indiana Pacers,1993,41,41,27,14,14,27,6,8,24,21,107.8,111.9,110.1,96,0.48,0.326,0.766,14.9,29.9,26.1,7.5,4.9,15.3,24.9,0,0
Boston Celtics,2013,41,40,27,13,14,27,8,7,18,23,96.5,103.1,103.3,91.7,0.465,0.358,0.776,8.1,31.3,22.8,8.2,4.5,14.6,21.2,0,0
Milwaukee Bucks,2004,41,41,27,14,14,27,5,6,16,9,98,106.5,105.4,91.6,0.447,0.35,0.775,11.7,30.5,22.8,6.8,4.7,13.5,20.3,0,0
Indiana Pacers,2006,41,41,27,14,14,27,4,10,26,14,93.9,104.5,102.4,89.7,0.444,0.349,0.737,11,31.2,19.9,7.3,5,15.3,22.2,0,0
Indiana Pacers,1992,40,42,26,15,14,27,4,10,22,14,112.2,111.7,109.9,99,0.494,0.354,0.79,13.2,31.3,29.2,8.6,4.8,17.1,26.1,0,0
New York Knicks,1980,39,43,25,16,14,27,6,10,13,21,114,106.5,107.5,106.5,0.496,0.22,0.747,15.1,28.1,27.6,10.7,5.6,19.7,26.4,0,0
Seattle SuperSonics,1987,39,43,25,16,14,27,5,8,20,19,113.7,110.7,110.3,101.8,0.482,0.335,0.758,16.7,29.2,26.6,8.6,5.5,18.4,27.1,0,0
Charlotte Hornets,2019,39,43,25,16,14,27,6,10,21,20,110.7,111.4,112.5,98.7,0.448,0.351,0.797,9.9,33.9,23.2,7.2,4.9,12.2,18.9,0,0
Detroit Pistons,2018,39,43,25,16,14,27,4,7,19,23,103.8,107.2,107.3,96.2,0.45,0.373,0.745,10.1,33.6,22.8,7.7,3.9,13.5,18.4,0,0
Washington Bullets,1996,39,43,25,16,14,27,4,8,21,19,102.5,108.7,107.6,93.7,0.484,0.407,0.728,11.3,28.4,22.1,7.2,6.2,16.2,24.2,0,0
Los Angeles Clippers,2002,39,43,25,16,14,27,4,8,19,22,95.7,105.5,106,90.1,0.445,0.356,0.739,13.2,30.2,20.9,6.2,6.6,14.8,19.8,0,0
Dallas Mavericks,1989,38,44,24,17,14,27,6,9,17,26,103.5,107.4,108.6,95.9,0.469,0.31,0.789,12.8,29.2,22.8,7.1,5.8,15,21.2,0,0
Atlanta Hawks,2014,38,44,24,17,14,27,8,9,15,16,101,105.9,106.4,94.6,0.458,0.363,0.781,8.7,31.3,24.9,8.3,4,15.3,19.2,0,0
Golden State Warriors,2003,38,44,24,17,14,27,3,6,13,19,102.4,108.3,109.5,94.2,0.441,0.344,0.778,15.7,31,20.9,7.2,6.2,15.8,21.8,0,0
New Orleans/Oklahoma City Hornets,2006,38,44,24,17,14,27,7,5,14,28,92.8,103.7,106.8,89,0.44,0.339,0.758,11.2,29,18.5,7.5,3.8,13.4,21.8,0,0
Denver Nuggets,1981,37,45,23,18,14,27,11,14,16,13,121.8,109.4,109.8,109.8,0.475,0.207,0.783,16.2,30.5,24.8,8.8,4.6,17.6,25.7,0,0
Detroit Pistons,1983,37,45,23,18,14,27,6,8,18,18,112.7,105.4,105.8,105.8,0.477,0.265,0.742,16,30.2,25.7,8.3,7,19,25.9,0,0
Washington Wizards,2003,37,45,23,18,14,27,10,6,11,18,91.5,103,104.1,88.2,0.44,0.312,0.779,11.2,29.2,19.7,7.6,4.8,13.4,20,0,0
San Diego Clippers,1981,36,46,22,19,14,27,5,10,20,25,106.5,106,107.6,100.2,0.477,0.324,0.735,14.3,26.1,25.6,9.3,3.6,17.2,25.3,0,0
Denver Nuggets,2014,36,46,22,19,14,27,8,5,16,24,104.4,106,108.2,98.1,0.447,0.358,0.726,12.3,33.1,22.4,7.5,5.6,15.9,23,0,0
Charlotte Hornets,2017,36,46,22,19,14,27,0,9,19,18,104.9,108.8,108.6,95.7,0.442,0.351,0.815,8.8,34.8,23.1,7,4.8,11.5,16.6,0,0
New York Knicks,2012,36,30,22,11,14,19,7,3,19,15,97.8,104.4,101,93.2,0.443,0.336,0.741,11.3,30.5,20.1,9.4,4.2,16,21.1,0,0
San Antonio Spurs,1986,35,47,21,20,14,27,4,10,16,23,111.2,106.5,108.2,103.8,0.506,0.235,0.746,13,29.4,27.6,9.8,4.8,19.8,25.8,0,0
Philadelphia 76ers,2007,35,47,21,20,14,27,9,8,12,25,94.9,103.6,106.9,90.7,0.458,0.345,0.767,11,28.7,20.4,7.2,4.8,15.3,20.4,0,0
Golden State Warriors,2005,34,48,20,21,14,27,4,10,14,22,98.7,104.7,106.9,93.3,0.43,0.352,0.722,13,29.7,22.1,7.8,5.1,13.6,22.4,0,0
New Orleans Pelicans,2019,33,49,19,22,14,27,4,6,15,20,115.4,111.4,112.6,103.3,0.473,0.344,0.761,11.1,36.2,27,7.4,5.4,14.8,21.1,0,0
New York Knicks,1982,33,49,19,22,14,27,9,12,13,21,106.2,106,108.6,99.5,0.491,0.271,0.738,14.2,27.7,25.3,8.8,4.1,18.1,26.8,0,0
Cleveland Cavaliers,2014,33,49,19,22,14,27,7,5,13,27,98.2,104.2,107.7,93.1,0.437,0.356,0.751,12.1,32.1,21.2,7.1,3.7,14.2,20,0,0
Charlotte Hornets,2015,33,49,19,22,14,27,6,8,13,22,94.2,100.1,103.5,93,0.42,0.318,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,0,0
Phoenix Suns,2012,33,33,19,14,14,19,8,5,14,19,98.4,106.2,106.5,92.6,0.458,0.343,0.757,10.9,30.8,22.5,6.5,5.5,14.1,18.7,0,0
New York Knicks,2007,33,49,19,22,14,27,10,10,10,23,97.5,105.7,108.8,90.8,0.457,0.346,0.715,12.6,30.7,18.7,6.6,3.2,17.1,23.6,0,0
Boston Celtics,1994,32,50,18,23,14,27,4,7,10,25,100.8,104.2,108.7,95.6,0.472,0.289,0.73,12.6,29,23.5,8.2,5.4,15.1,22.5,0,0
Detroit Pistons,2001,32,50,18,23,14,27,2,3,16,17,95.6,100,101.8,94.7,0.424,0.35,0.721,13.5,32,19.9,7.5,5.5,15.9,23.8,0,0
New York Knicks,2016,32,50,18,23,14,27,4,7,14,23,98.4,104.6,107.6,93.4,0.439,0.346,0.805,10.4,34,20.5,5.7,5.7,13.4,19.7,0,0
Detroit Pistons,2015,32,50,18,23,14,27,7,6,19,25,98.5,105.3,106.4,92.8,0.432,0.344,0.703,12.8,32.1,21.6,7.6,4.7,13.4,19,0,0
Portland Trail Blazers,2007,32,50,18,23,14,27,11,7,9,29,94.1,105.1,109.9,88.3,0.45,0.346,0.769,11.3,28,18.5,6.8,4.6,15.1,23.5,0,0
Milwaukee Bucks,2012,31,35,17,16,14,19,4,6,13,12,99,105.5,105.2,93.7,0.443,0.345,0.774,12.4,30,23.5,8.3,5.1,14.1,19.3,0,0
Denver Nuggets,1986,47,35,34,7,13,28,9,5,23,18,114.8,107.1,105.9,106.7,0.471,0.233,0.798,14.9,28.3,26.1,10.1,5.1,16.3,26.4,0,0
Utah Jazz,1987,44,38,31,10,13,28,10,3,16,21,107.9,104.1,103.7,103.2,0.464,0.31,0.726,14.6,30,27.3,10.2,7.7,17.1,24.9,0,0
Charlotte Bobcats,2010,44,38,31,10,13,28,9,7,21,11,95.3,104.4,102.8,90.4,0.453,0.346,0.751,10.5,30.4,20.2,7.7,5.4,15.7,19.5,0,0
Utah Jazz,2013,43,39,30,11,13,28,5,7,19,21,98,106.7,106.8,90.9,0.454,0.366,0.764,12.1,30,22.7,8.4,6.3,14.8,21.3,0,0
Indiana Pacers,2017,42,40,29,12,13,28,4,2,23,19,105.1,108.6,108.8,95.9,0.465,0.376,0.81,9,33,22.5,8.2,5,13.8,19.5,0,0
Cleveland Cavaliers,2005,42,40,29,12,13,28,4,5,27,20,96.5,106.6,105.7,89.7,0.447,0.332,0.752,13.6,28.7,22.6,8,5.6,13.9,22.6,0,0
Miami Heat,2004,42,40,29,12,13,28,6,7,20,21,90.3,102.2,101.7,88,0.425,0.357,0.762,11.5,30,19.1,7.2,3.8,13.9,22.1,0,0
Indiana Pacers,1987,41,41,28,13,13,28,8,4,16,20,106.1,106,106.6,98.8,0.472,0.297,0.782,13.8,30,26.5,8.5,3.8,15.6,25.6,0,0
Charlotte Hornets,1994,41,41,28,13,13,28,8,3,20,21,106.5,108.4,108.6,97.5,0.476,0.367,0.764,12.4,30.2,27,8.8,4.8,15.4,21.3,0,0
Seattle SuperSonics,1991,41,41,28,13,13,28,7,9,21,19,106.6,109.7,108.5,96.2,0.492,0.319,0.75,14.9,26.5,24.9,10.5,4.6,17.1,24.1,0,0
Chicago Bulls,2009,41,41,28,13,13,28,4,8,18,19,102.2,108.4,108.7,93.1,0.457,0.381,0.796,11.8,30.3,21.1,7.5,5.5,14.5,20.8,0,0
Portland Trail Blazers,2008,41,41,28,13,13,28,10,2,15,22,95.4,107.3,108.4,87.9,0.448,0.377,0.767,11,29.7,21.1,5.5,4.4,12.9,20,0,0
Portland Trail Blazers,1986,40,42,27,14,13,28,7,6,23,17,115.1,109.2,108.2,104.5,0.496,0.269,0.765,14.1,28.2,26.6,10.5,4.3,18.6,26.9,0,0
New Jersey Nets,1986,39,43,26,15,13,28,5,6,16,25,109.1,105,106.9,103.3,0.486,0.201,0.755,14.4,30.3,26,9.1,4.2,19.2,26,0,0
Washington Bullets,1981,39,43,26,15,13,28,3,8,28,23,105.6,102.7,102.7,102.4,0.472,0.27,0.723,14.1,30.9,26.2,7.8,4.8,17.3,23.1,0,0
Golden State Warriors,1981,39,43,26,15,13,28,10,13,9,14,109.8,108.5,109.7,101,0.489,0.286,0.727,17.1,28.9,24.7,7.5,3.7,18.9,26.3,0,0
Washington Bullets,1986,39,43,26,15,13,28,10,5,12,20,103,103,104.8,99.1,0.463,0.284,0.745,13,29.7,21.3,7.6,8.7,16.4,21.9,0,0
Sacramento Kings,1996,39,43,26,15,13,28,7,5,10,27,99.5,106.2,109.1,93.4,0.457,0.387,0.731,13.6,28.6,22.3,7.8,5.3,17.6,26,0,0
Washington Bullets,1988,38,44,25,16,13,28,5,7,16,22,105.5,106.5,107.2,98.1,0.468,0.21,0.773,15,28,22.9,8.5,6.1,16.9,23.4,0,0
Indiana Pacers,1988,38,44,25,16,13,28,11,9,16,20,104.6,106.6,107.4,98,0.48,0.336,0.78,13.1,30,24.1,7.5,4.2,16.1,24.9,0,0
Detroit Pistons,2017,37,45,24,17,13,28,5,7,23,26,101.3,106,107.1,95,0.449,0.33,0.719,11.1,34.6,21.1,7,3.8,11.9,17.9,0,0
Indiana Pacers,2011,37,45,24,17,13,28,7,6,19,28,99.8,104.8,106,94.7,0.442,0.354,0.782,11.1,32.4,19.6,7.1,5.6,15.4,21.7,0,0
New Orleans Hornets,2010,37,45,24,17,13,28,6,3,5,24,100.2,107.4,110.1,92.6,0.464,0.363,0.778,10.4,29.9,22.3,7.6,3.7,13.5,19.6,0,0
New York Knicks,2003,37,45,24,17,13,28,9,11,8,14,95.9,104.7,106.2,90.7,0.441,0.383,0.815,10.3,29,22,7.1,3.1,14,23,0,0
Golden State Warriors,1996,36,46,23,18,13,28,8,6,13,22,101.6,108.4,109.9,93.4,0.456,0.373,0.759,14.3,27.9,23,8.6,5.7,16.4,22.4,0,0
Dallas Mavericks,2012,36,30,23,10,13,20,7,8,16,15,95.8,103.3,102.3,91.4,0.443,0.339,0.771,10.1,32.7,20.9,8.6,5.1,14,18.6,0,0
Phoenix Suns,2002,36,46,23,18,13,28,9,7,17,19,95.1,103.3,104,91.4,0.447,0.327,0.767,13.1,29.6,22.4,8.1,4.9,14.7,21.8,0,0
Indiana Pacers,2007,35,47,22,19,13,28,5,7,18,24,95.6,102.9,105.5,92.4,0.438,0.346,0.76,12.1,29.8,20.5,7.3,5.5,16.3,23.3,0,0
Seattle SuperSonics,2006,35,47,22,19,13,28,4,4,15,24,102.6,111.1,114.4,91.6,0.459,0.371,0.785,12.4,27.2,20.7,7.6,3.7,14.7,23.6,0,0
Milwaukee Bucks,2011,35,47,22,19,13,28,3,8,16,21,91.9,101.6,102.5,89.8,0.43,0.342,0.757,10.5,30.2,18.8,7.5,4.9,13.5,20.5,0,0
Portland Trail Blazers,1999,35,15,22,3,13,12,3,5,19,5,94.8,104.8,97.7,89.2,0.442,0.364,0.743,12.9,31.4,21.5,8.2,5.8,15.4,22.5,0,0
New Orleans Pelicans,2017,34,48,21,20,13,28,7,6,17,22,104.3,105.2,107.4,98,0.45,0.35,0.75,8.6,35.1,22.8,7.8,5.5,12.9,18.2,0,0
Golden State Warriors,2006,34,48,21,20,13,28,7,14,12,22,98.5,104.8,106.2,93.3,0.433,0.341,0.718,12,30.3,20.7,7.4,4.4,14.1,23.7,0,0
New Jersey Nets,2008,34,48,21,20,13,28,7,3,8,31,95.8,104,109.4,91.5,0.443,0.348,0.736,11.1,30.7,23.5,6.4,4.8,15,22.6,0,0
Toronto Raptors,2013,34,48,21,20,13,28,8,8,16,22,97.2,105.9,107.5,90.4,0.446,0.343,0.788,10.6,29.6,21.5,7.3,4.8,13.7,22.4,0,0
Charlotte Bobcats,2011,34,48,21,20,13,28,11,7,9,24,93.3,103.4,107.8,89.6,0.451,0.327,0.756,10.3,29.8,21.1,6.4,5.3,14.5,20,0,0
Sacramento Kings,2007,33,49,20,21,13,28,5,6,14,19,101.3,106.2,108,94.8,0.45,0.35,0.765,9.7,29.2,20.3,8.2,3.2,14.6,21.9,0,0
Chicago Bulls,2008,33,49,20,21,13,28,4,3,19,29,97.3,103.9,107.2,93,0.435,0.363,0.756,12.8,30.2,22.1,7.7,5.2,14.6,21.8,0,0
Charlotte Bobcats,2007,33,49,20,21,13,28,2,4,15,23,96.9,103.6,107.6,92,0.446,0.357,0.734,11.2,28.6,22.4,7.8,4.5,14.9,24.2,0,0
Milwaukee Bucks,1997,33,49,20,21,13,28,6,7,15,18,95.3,106.2,108.3,89.5,0.471,0.352,0.741,11.6,27.6,19.6,7.7,4.2,15.7,23.1,0,0
Los Angeles Lakers,1999,31,19,18,7,13,12,3,3,16,8,99,107.6,104.3,91.6,0.468,0.352,0.683,12.4,29.6,21.9,7.8,5.7,15.1,24.6,0,0
Cleveland Cavaliers,1986,29,53,16,25,13,28,3,9,16,25,107.8,105.5,108.3,101.6,0.48,0.338,0.752,13.2,29.9,25.2,7.6,5.3,17.2,27.6,0,0
Orlando Magic,2017,29,53,16,25,13,28,5,5,10,32,101.1,103.7,110.5,96.8,0.44,0.328,0.747,9.8,33.3,22.2,7.1,4.8,13.3,19.3,0,0
Brooklyn Nets,2018,28,54,15,26,13,28,5,7,9,27,106.6,106.9,110.6,98.9,0.441,0.356,0.772,9.7,34.8,23.7,6.2,4.8,15.2,20.6,0,0
Los Angeles Lakers,2014,27,55,14,27,13,28,5,5,12,33,103,104.2,110.6,98.7,0.45,0.381,0.757,9.1,32,24.5,7.5,5.4,15.1,19.8,0,0
Sacramento Kings,2018,27,55,14,27,13,28,6,5,5,32,98.8,103.7,111.1,94.9,0.45,0.375,0.735,9.5,31.4,21.6,7.8,4.1,13.7,20,0,0
Minnesota Timberwolves,2012,26,40,13,20,13,20,7,7,13,16,97.9,104.3,106.6,93.3,0.433,0.332,0.771,12.1,31.7,19.5,6.6,4.4,15.2,18.4,0,0
Sacramento Kings,2011,24,58,11,30,13,28,8,8,7,23,99.4,103.5,109,95.2,0.449,0.335,0.734,13.1,30.8,20.4,7.4,4.8,16.1,22,0,0
Minnesota Timberwolves,2009,24,58,11,30,13,28,6,8,7,27,97.8,106.1,111.4,91.6,0.441,0.353,0.769,11.9,29.8,20.4,6.2,3.9,14.2,21.8,0,0
Chicago Bulls,2019,22,60,9,32,13,28,8,8,9,31,104.9,104.8,113.2,99,0.453,0.351,0.783,8.8,34.1,21.9,7.4,4.3,14.1,20.3,0,0
New Jersey Nets,2012,22,44,9,24,13,20,6,2,8,26,93.1,102.9,109.6,90.1,0.425,0.342,0.777,11.9,28.5,19.9,7.5,3.9,15.1,19.2,0,0
Seattle SuperSonics,1988,44,38,32,9,12,29,9,6,24,19,111.4,110.2,108.1,100.2,0.476,0.346,0.748,16,28.2,26.2,9.5,5.5,16.8,29,0,0
Dallas Mavericks,1984,43,39,31,10,12,29,13,12,16,11,110.4,110,109.6,99,0.5,0.228,0.755,13.3,27.6,26.4,7.1,4.4,15.9,23.2,0,0
Portland Trail Blazers,1985,42,40,30,11,12,29,2,7,30,16,115.5,110.4,107.2,103.5,0.503,0.252,0.751,14.7,28,27.1,10,6.3,18.1,23.9,0,0
Golden State Warriors,2007,42,40,30,11,12,29,8,8,26,21,106.5,107,107.4,99.2,0.463,0.356,0.717,11.5,30,23.8,9.1,5.7,16,23.6,0,0
Milwaukee Bucks,1988,42,40,30,11,12,29,9,8,21,18,106.1,108.2,107.6,97.6,0.475,0.324,0.775,13.6,28.5,26.8,8.2,4.6,15.5,24.3,0,0
Houston Rockets,1980,41,41,29,12,12,29,15,7,17,16,110.8,108.1,108,101.2,0.48,0.274,0.766,17,27,26.2,9.5,4.5,19.1,23.5,0,0
Indiana Pacers,1991,41,41,29,12,12,29,7,8,20,20,111.7,111.7,112.1,99.4,0.493,0.332,0.811,12.4,29,26.6,8,4.4,16.5,25.5,0,0
Washington Bullets,1985,40,42,28,13,12,29,8,5,16,14,105.5,104.3,104.6,100.3,0.479,0.274,0.743,12.3,29.2,25.5,8.6,4.8,15.6,22.8,0,0
Detroit Pistons,1993,40,42,28,13,12,29,9,8,13,18,100.6,107.4,108.9,93.2,0.453,0.322,0.729,15.8,28.2,23.7,7.1,3,14,21.3,0,0
Sacramento Kings,1995,39,43,27,14,12,29,8,7,16,22,98.2,105.5,106.5,92.3,0.468,0.346,0.711,13.1,28.4,22.2,7.9,5.6,17.7,24.9,0,0
Kansas City Kings,1984,38,44,26,15,12,29,11,10,12,19,110,106.5,108,102.9,0.486,0.275,0.777,14,27.7,27.2,8.7,4.7,18.3,26.8,0,0
Chicago Bulls,1985,38,44,26,15,12,29,11,7,13,16,108.7,108.7,109.6,99.4,0.5,0.18,0.784,13.1,28.9,24.3,7.6,5.7,17.8,25.3,0,0
Portland Trail Blazers,1980,38,44,26,15,12,29,11,9,16,16,102.5,103.4,104.3,98.6,0.476,0.197,0.743,15.8,29.4,23.1,8.6,5.8,18.9,23.9,0,0
Sacramento Kings,2008,38,44,26,15,12,29,10,8,17,23,102.5,107.5,109.9,94.7,0.464,0.373,0.798,10.1,30,19.1,7.9,4.1,16.1,22.4,0,0
Sacramento Kings,1986,37,45,25,16,12,29,7,8,11,25,108.8,106.2,109.2,102,0.49,0.224,0.778,13.8,29,28.1,7.3,4.7,18.7,26,0,0
Atlanta Hawks,2008,37,45,25,16,12,29,6,5,11,24,98.2,106.9,108.9,91.1,0.454,0.356,0.772,12.3,29.9,22,7.3,5.5,14.9,20.4,0,0
Detroit Pistons,1998,37,45,25,16,12,29,4,10,17,11,94.2,105.3,103.5,88.2,0.449,0.312,0.745,12.7,28.5,19.5,8.3,4.2,14.6,22,0,0
Orlando Magic,2005,36,46,24,17,12,29,10,5,10,22,99.5,104.9,107.3,94.7,0.454,0.349,0.759,12.7,31,19.3,7.7,5.4,16.1,23.6,0,0
Boston Celtics,1998,36,46,24,17,12,29,5,3,13,23,95.9,102.6,105.4,93.3,0.434,0.332,0.726,14.6,24.9,22.1,12,4.5,16.2,26.9,0,0
Orlando Magic,2016,35,47,23,18,12,29,6,10,12,20,102.1,105.1,106.8,96,0.455,0.35,0.757,10.3,33,23.6,8.2,5.1,14.1,20.7,0,0
Philadelphia 76ers,1992,35,47,23,18,12,29,8,8,17,17,101.9,108.3,109.7,93.7,0.471,0.334,0.775,12.9,28.2,21.4,8.4,5.9,15.1,19.3,0,0
Cleveland Cavaliers,2004,35,47,23,18,12,29,8,4,11,25,92.9,101.4,104.2,90.8,0.433,0.314,0.753,13.6,31.9,22,7.1,6.5,14.8,21.3,0,0
Charlotte Bobcats,2009,35,47,23,18,12,29,5,5,14,18,93.6,104.7,106.1,88.3,0.455,0.366,0.74,10.8,28.9,21.2,7.1,4.8,15.6,21.4,0,0
New Jersey Nets,1980,34,48,22,19,12,29,5,12,16,17,108.3,101.5,102.5,106.1,0.461,0.285,0.782,15,30.9,25.5,10.6,7.1,20.8,26.6,0,0
Seattle SuperSonics,1981,34,48,22,19,12,29,10,9,11,20,104,103.2,104.8,100.3,0.468,0.274,0.763,14.2,29.7,23.7,7.7,5.3,18.6,24.2,0,0
Chicago Bulls,1982,34,48,22,19,12,29,7,15,14,22,106.6,106.6,108.6,99,0.501,0.254,0.767,13.7,30.8,24.9,7.1,5.9,20,24.5,0,0
Houston Rockets,2000,34,48,22,19,12,29,6,7,16,22,99.5,104.8,105.7,94.2,0.45,0.358,0.733,12.3,31.5,21.6,7.5,5.3,17.4,20.3,0,0
Milwaukee Bucks,1995,34,48,22,19,12,29,10,6,6,23,99.3,106.2,110.9,92.7,0.459,0.366,0.712,13,26.7,21.2,8.2,4.4,17,22.7,0,0
Milwaukee Bucks,2009,34,48,22,19,12,29,5,3,16,21,99.3,106.7,107.9,92.6,0.445,0.363,0.78,11.9,28.9,22,7.4,3.8,14.1,24.2,0,0
New Orleans Pelicans,2014,34,48,22,19,12,29,7,8,10,21,99.7,107.2,110.1,92.2,0.459,0.373,0.769,11.4,30.3,21.3,7.9,6.4,13.8,22.6,0,0
Houston Rockets,2012,34,32,22,11,12,21,8,5,13,13,98.1,105.5,105.2,91.7,0.449,0.359,0.782,11.7,30.5,21.3,7.5,4.8,14.5,20.4,0,0
Sacramento Kings,1997,34,48,22,19,12,29,6,6,14,27,96.4,105,108.7,91,0.454,0.391,0.723,13.4,28.1,21.9,7.2,4.4,16.2,23.7,0,0
Los Angeles Lakers,2005,34,48,22,19,12,29,6,10,11,23,98.7,108.1,111.4,90.8,0.437,0.355,0.777,12.5,30.6,20.4,6.2,4.2,14.3,21.9,0,0
Memphis Grizzlies,2019,33,49,21,20,12,29,6,9,14,19,103.5,106.1,108.8,96.6,0.45,0.342,0.772,8.8,33,23.9,8.3,5.5,14,22,0,0
