Team Name,Year,Wins,Losses,Home Wins,Home Losses,Road Wins,Road Losses,Margin <= 3 Victories,Margin <= Losses,Margin >= 10 Victories,Margin >= Losses,PPG,Off Rating,Def Rating,Pace,FG%,FG3%,FT%,Off RBG,Def RBG,Assists / Game,Steals / Game,Blocks / Game,Turnovers / Game,Fouls / Game,Reached Finals,Finals Win
Vancouver Grizzlies,1998,19,63,14,27,5,36,5,6,6,31,96.6,104.1,112,92.1,0.458,0.362,0.739,13.2,28.2,23.9,7.5,4.3,17.1,22.1,0,0
Washington Wizards,1999,18,32,13,12,5,20,3,6,10,14,91.2,101.2,103.7,89.8,0.445,0.309,0.705,11.9,28.1,21.3,7.9,3.9,14.7,23,0,0
Minnesota Timberwolves,2011,17,65,12,29,5,36,3,10,11,33,101.1,104.2,111.1,96.5,0.441,0.376,0.768,13.2,31.2,20.1,7.2,5.1,17,22.3,0,0
Los Angeles Lakers,2016,17,65,12,29,5,36,2,7,4,44,97.3,101.6,111.6,95.6,0.414,0.317,0.781,10.7,32.3,18,7.2,4.1,13.7,20.3,0,0
Chicago Bulls,2000,17,65,12,29,5,36,6,9,3,38,84.8,94.2,104.6,89.4,0.415,0.329,0.709,12.6,28.3,20.1,7.9,4.7,19,23.3,0,0
Minnesota Timberwolves,2010,15,67,10,31,5,36,3,9,4,39,98.2,101.7,111.6,96.1,0.449,0.341,0.746,11.7,31.2,19.8,7.3,3.7,16.3,20.7,0,0
Los Angeles Clippers,2000,15,67,10,31,5,36,3,5,3,47,92,97.8,110.1,93.9,0.426,0.339,0.746,11.6,29,18,7,6,16.2,22.2,0,0
Milwaukee Bucks,2014,15,67,10,31,5,36,4,5,4,33,95.5,103,111.8,91.8,0.438,0.353,0.747,11.8,29.3,21.5,6.6,4.9,15.1,20.9,0,0
Vancouver Grizzlies,1996,15,67,10,31,5,36,5,3,2,36,89.8,97.6,108.5,91,0.428,0.329,0.724,11.7,26.5,20.8,8.9,4.1,16.4,22.6,0,0
Chicago Bulls,2001,15,67,10,31,5,36,3,4,3,37,87.6,97.2,107.3,89.3,0.424,0.346,0.739,11.3,27.6,22.1,8.2,4.6,15.8,23.2,0,0
Houston Rockets,1983,14,68,9,32,5,36,8,8,3,42,99.3,97,108.3,102.2,0.448,0.247,0.725,14.7,27.6,23.5,7.9,5.1,19.2,26,0,0
Chicago Bulls,1999,13,37,8,17,5,20,4,2,5,22,81.9,92.4,103,88.1,0.401,0.289,0.709,11.5,27.9,20.3,8.7,3.4,15.5,22.2,0,0
Orlando Magic,2014,23,59,19,22,4,37,5,7,10,30,96.5,101.7,107.4,93.6,0.445,0.353,0.763,9.7,32.4,21,7.7,4.3,14.9,20.5,0,0
Los Angeles Clippers,1989,21,61,17,24,4,37,8,7,6,39,106.2,100.8,110.2,104.4,0.475,0.231,0.723,14.1,29.1,26.9,9.9,6.5,20.3,23.6,0,0
Golden State Warriors,1988,20,62,16,25,4,37,6,10,7,34,107,104.7,112.9,101.6,0.468,0.292,0.796,13.9,27.5,24.5,9,3.5,17,26.3,0,0
Dallas Mavericks,1999,19,31,15,10,4,21,1,4,9,16,91.6,102.3,104.9,89,0.434,0.339,0.728,12.9,29.6,18.4,7,5.8,13.8,21.3,0,0
Charlotte Bobcats,2005,18,64,14,27,4,37,5,16,6,29,94.3,101.1,107.5,92.3,0.432,0.363,0.709,13.2,28.5,21.9,8.5,5.4,14.5,23.1,0,0
New Jersey Nets,1990,17,65,13,28,4,37,3,7,5,34,100.1,100.7,108.6,99.3,0.426,0.277,0.746,16.6,28.3,18,9.4,5.9,16.6,23.8,0,0
Los Angeles Clippers,1995,17,65,13,28,4,37,4,6,8,43,96.7,101.5,111.1,94.3,0.444,0.315,0.71,13,25.3,22,9.6,5.3,16.3,26.2,0,0
Denver Nuggets,2003,17,65,13,28,4,37,4,8,9,37,84.2,92.2,101.3,91,0.411,0.278,0.699,13.6,28.8,21.2,8.7,5.1,18.5,25.1,0,0
New Jersey Nets,1999,16,34,12,13,4,21,2,4,9,16,91.4,99.5,103.6,91.5,0.406,0.331,0.769,14.3,28.7,18.5,9.8,5.5,15,22.7,0,0
Dallas Mavericks,1981,15,67,11,30,4,37,4,8,4,35,101.5,102.4,110.8,98.6,0.462,0.279,0.751,13.5,26.5,24.2,6.8,2.6,17.5,24.5,0,0
Boston Celtics,1997,15,67,11,30,4,37,3,12,6,35,100.6,103.9,111.4,95.8,0.44,0.351,0.75,13.4,26.7,21.9,9.9,3.8,16.4,23.4,0,0
Atlanta Hawks,2005,13,69,9,32,4,37,2,8,3,43,92.7,100.6,111.1,91.4,0.441,0.312,0.711,13.4,28.5,19.7,7.7,4.2,16.1,24.5,0,0
New Jersey Nets,2010,12,70,8,33,4,37,1,7,5,44,92.4,100.6,110.5,91.4,0.429,0.318,0.78,10.9,28.8,18.8,7,4.8,14.4,20,0,0
Dallas Mavericks,1993,11,71,7,34,4,37,5,1,2,58,99.3,99.5,114.7,99.5,0.435,0.338,0.705,15,27.6,20.5,7.9,4.3,17.8,28.1,0,0
Chicago Bulls,2003,30,52,27,14,3,38,6,5,12,34,95,100.2,105.6,93.5,0.445,0.35,0.722,12,31,21.7,7.4,5.6,16.9,24.7,0,0
Washington Wizards,2011,23,59,20,21,3,38,8,2,7,36,97.3,102.4,110.2,93.8,0.443,0.332,0.745,12.4,29,19.4,8.1,6.1,15.3,22.6,0,0
San Antonio Spurs,1989,21,61,18,23,3,38,2,6,14,38,105.5,100.9,107.9,104.1,0.468,0.215,0.698,15.8,26.6,24.8,11.7,5.2,20.9,26.3,0,0
Denver Nuggets,1991,20,62,17,24,3,38,4,1,6,43,119.9,105.2,114.7,113.7,0.44,0.283,0.763,18.5,30.9,24.5,10.4,5,16.2,27.3,0,0
New Jersey Nets,1988,19,63,16,25,3,38,3,10,7,34,100.4,101.4,109.6,98.6,0.468,0.301,0.729,13.1,27.6,21.9,8.9,4.7,18.3,24.9,0,0
Los Angeles Clippers,1988,17,65,14,27,3,38,7,5,6,43,98.8,97.4,107.6,100.8,0.443,0.249,0.713,14.5,28.7,23,8.8,6.3,18.7,23.3,0,0
Cleveland Cavaliers,2003,17,65,14,27,3,38,6,5,6,38,91.4,96.5,106.7,94,0.422,0.327,0.747,13.6,31,20.9,7.8,6.4,18.3,22.7,0,0
Detroit Pistons,1980,16,66,13,28,3,38,4,9,6,41,108.9,101.2,108.8,107.1,0.48,0.26,0.74,15,29.5,23.8,9.5,6.9,21.2,25.2,0,0
Miami Heat,1989,15,67,12,29,3,38,8,4,3,39,97.8,97.8,109,99.1,0.453,0.326,0.702,16,27,23.9,9.1,5,21.1,25.9,0,0
Los Angeles Clippers,1987,12,70,9,32,3,38,2,6,4,48,104.5,101.2,112.3,102.7,0.452,0.224,0.742,15,26.1,24,9.2,5.3,18.2,24.4,0,0
Philadelphia 76ers,2016,10,72,7,34,3,38,0,6,5,41,97.4,98.8,109.2,97.9,0.431,0.339,0.694,9.5,31.8,21.5,8.3,6,16.4,21.7,0,0
Los Angeles Clippers,1999,9,41,6,19,3,22,1,5,3,24,90.4,100,109.7,89.5,0.427,0.32,0.721,13.3,25.9,16.4,8.5,4.7,15.9,24.5,0,0
Charlotte Bobcats,2012,7,59,4,29,3,30,2,4,2,38,87,95.2,110.4,91.1,0.414,0.295,0.746,10.3,28.7,20.1,6,5.5,14.5,18.9,0,0
Denver Nuggets,1999,14,36,12,13,2,23,5,0,5,19,93.5,103.1,110.4,90.5,0.421,0.328,0.762,12.9,27.8,19.4,7.5,5.5,14.8,22.9,0,0
Denver Nuggets,1998,11,71,9,32,2,39,1,10,6,51,89,99,112.1,89.7,0.417,0.323,0.772,12.7,26.3,18.9,8.1,4.8,16,23.6,0,0
Sacramento Kings,1991,25,57,24,17,1,40,2,6,10,40,96.7,102,109.1,94.7,0.453,0.374,0.732,12.5,27,24.3,7.7,6.3,15.5,25.3,0,0
Vancouver Grizzlies,1999,8,42,7,18,1,24,1,6,2,22,88.9,98.4,107.9,89,0.428,0.327,0.717,13,27.2,19.3,8.4,4,17,22.5,0,0
